customerid,tenure,monthlycharges,totalcharges,contract,paymentmethod,churn,gender,seniorcitizen,partner,dependents,internetservice,source
4075-JFPGR,51,93.5,4619.55,One year,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
4629-NRXKX,2,70.4,147.15,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
9514-JDSKI,1,40.2,40.2,Month-to-month,Electronic check,1,Male,1,Yes,No,DSL,kaggle
3282-ZISZV,32,83.7,2633.3,One year,Credit card (automatic),0,Male,0,No,Yes,DSL,kaggle
3675-YDUPJ,10,19.85,193.05,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
4111-BNXIF,67,59.55,4103.9,Two year,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
7017-VFHAY,61,115.1,7008.15,Two year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
6655-LHBYW,50,114.35,5791.1,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
4959-JOSRX,2,44.6,80.55,Month-to-month,Credit card (automatic),1,Female,0,Yes,No,DSL,kaggle
5046-NUHWD,29,45.0,1228.65,Month-to-month,Electronic check,0,Female,1,Yes,No,DSL,kaggle
7273-TEFQD,3,41.15,132.2,Month-to-month,Electronic check,1,Male,1,No,No,DSL,kaggle
3606-TWKGI,13,106.9,1364.3,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
7529-ZDFXI,57,89.85,4925.35,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
7605-BDWDC,31,49.85,1520.1,Two year,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
1950-KSVVJ,45,113.3,5032.25,One year,Mailed check,0,Female,0,Yes,No,Fiber optic,kaggle
0123-CRBRT,61,88.1,5526.75,Two year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
6292-TOSSS,50,24.9,1195.25,Two year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
3197-ARFOY,19,105.0,2007.25,Month-to-month,Mailed check,0,Female,1,No,No,Fiber optic,kaggle
6323-AYBRX,59,19.35,1099.6,Two year,Mailed check,1,Male,0,No,No,No,kaggle
7014-ZZXAW,71,24.25,1732.95,Two year,Credit card (automatic),0,Female,0,Yes,No,No,kaggle
4385-GZQXV,16,94.45,1511.2,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
7633-MVPUY,57,59.75,3450.15,Two year,Electronic check,0,Male,0,Yes,No,DSL,kaggle
6366-ZGQGL,1,24.8,24.8,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,DSL,kaggle
4716-HHKQH,20,107.05,2172.05,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
5940-AHUHD,1,70.6,70.6,Month-to-month,Mailed check,1,Male,0,No,No,Fiber optic,kaggle
6432-TWQLB,5,85.4,401.1,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
4484-GLZOU,52,105.05,5624.85,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
3179-GBRWV,21,64.95,1339.8,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
8645-KWHJO,14,55.0,771.95,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
4130-MZLCC,5,50.55,244.75,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
0314-TKOSI,6,55.15,322.9,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
8229-MYEJZ,10,51.2,498.25,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
2080-SRCDE,1,25.4,25.4,Month-to-month,Mailed check,0,Female,0,No,Yes,No,kaggle
9577-WJVCQ,68,54.45,3687.75,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
9512-UIBFX,18,95.15,1779.95,Month-to-month,Mailed check,1,Male,0,Yes,Yes,Fiber optic,kaggle
6202-DYYFX,22,76.0,1783.6,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
3808-HFKDE,20,44.35,927.15,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
5583-SXDAG,1,70.0,70.0,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
3488-PGMQJ,8,74.5,606.55,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
3580-REOAC,10,44.85,435.4,Month-to-month,Credit card (automatic),1,Male,0,No,No,DSL,kaggle
7534-BFESC,24,76.1,1712.7,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
3727-OWVYD,35,61.2,2021.2,One year,Mailed check,0,Male,0,No,No,DSL,kaggle
2294-SALNE,23,86.8,1940.8,One year,Mailed check,0,Male,0,Yes,Yes,Fiber optic,kaggle
4847-TAJYI,6,89.35,567.8,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
1563-IWQEX,12,19.7,220.35,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
8203-XJZRC,1,20.25,20.25,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
6556-DBKZF,71,76.05,5436.45,Two year,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
6851-WEFYX,35,100.8,3437.5,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
2985-JUUBZ,40,74.55,3015.75,Month-to-month,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
6390-DSAZX,1,73.6,73.6,Month-to-month,Mailed check,1,Female,0,No,Yes,Fiber optic,kaggle
0895-LMRSF,23,64.9,1509.8,One year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8098-LLAZX,4,95.45,396.1,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
8266-VBFQL,4,90.4,356.65,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
8181-YHCMF,68,60.3,4109.0,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
2240-HSJQD,38,81.85,3141.7,Month-to-month,Mailed check,0,Male,0,No,Yes,Fiber optic,kaggle
1248-DYXUB,52,24.8,1229.1,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
0265-EDXBD,32,74.9,2303.35,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
4115-BNPJY,29,75.55,2054.4,Two year,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
3167-SNQPL,38,101.15,3741.85,Month-to-month,Electronic check,0,Male,1,Yes,Yes,Fiber optic,kaggle
4091-TVOCN,48,78.75,3682.45,One year,Credit card (automatic),0,Male,0,No,Yes,DSL,kaggle
1098-TDVUQ,1,19.25,19.25,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
7277-OZCGZ,22,89.05,1886.25,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
1557-EMYVT,43,115.05,4895.1,Two year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
2799-ARNLO,5,69.35,341.6,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
7563-BIUPC,5,80.6,415.55,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5027-YOCXN,51,110.05,5686.4,One year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
3973-SKMLN,71,19.9,1355.1,Two year,Credit card (automatic),0,Male,0,No,No,No,kaggle
2321-OMBXY,38,80.3,3058.65,One year,Credit card (automatic),1,Female,0,Yes,Yes,DSL,kaggle
2840-XANRC,24,93.15,2231.05,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
6745-JEFZB,35,91.5,3236.35,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
5020-ZSTTY,54,82.45,4350.1,One year,Bank transfer (automatic),1,Female,1,No,No,DSL,kaggle
9880-TDQAC,72,60.0,4264.0,Two year,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
8705-WZCYL,1,44.8,44.8,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
7102-JJVTX,9,48.6,422.3,One year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
8626-PTQGE,69,60.05,4176.7,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
4983-CLMLV,52,102.7,5138.1,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
5701-YVSVF,11,82.9,880.05,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
5804-LEPIM,2,70.35,139.05,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
5697-GOMBF,28,35.9,973.65,Month-to-month,Electronic check,0,Female,1,Yes,Yes,DSL,kaggle
2739-CACDQ,17,82.65,1470.05,Month-to-month,Credit card (automatic),0,Female,1,No,No,Fiber optic,kaggle
9385-EHGDO,35,19.85,739.35,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
9498-FIMXL,8,19.2,161.95,One year,Mailed check,0,Female,0,No,No,No,kaggle
2379-GYFLQ,46,94.9,4422.95,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
0122-OAHPZ,7,73.85,511.25,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2868-SNELZ,2,80.6,155.8,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
4322-RCYMT,68,75.8,5293.95,One year,Bank transfer (automatic),1,Male,0,Yes,Yes,DSL,kaggle
6680-NENYN,43,104.6,4759.85,Two year,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
2088-IEBAU,68,88.15,6148.45,Two year,Electronic check,0,Female,0,No,No,DSL,kaggle
7982-VCELR,36,94.8,3565.65,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
1343-EHPYB,63,103.4,6603.0,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
6035-BXTTY,32,54.65,1830.1,Month-to-month,Bank transfer (automatic),0,Female,1,No,No,DSL,kaggle
6885-PKOAM,71,85.75,6223.8,Two year,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
7520-HQWJU,66,67.45,4508.65,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
9639-BUJXT,63,20.5,1328.15,One year,Mailed check,0,Male,0,No,No,No,kaggle
5924-SNGKP,41,20.25,865.0,One year,Credit card (automatic),0,Female,0,No,Yes,No,kaggle
0021-IKXGC,1,72.1,72.1,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
2034-GDRCN,2,90.4,168.2,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
8966-SNIZF,70,19.45,1303.5,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
6243-OZGFH,23,44.95,996.85,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
4654-DLAMQ,64,97.0,6430.9,One year,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
0513-RBGPE,37,62.8,2278.75,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
5160-UXJED,17,44.6,681.4,One year,Mailed check,0,Male,0,No,Yes,DSL,kaggle
4115-NZRKS,7,89.15,574.35,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
0219-YTZUE,4,84.8,371.9,Month-to-month,Bank transfer (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
0623-IIHUG,21,41.9,840.1,Month-to-month,Electronic check,1,Female,1,No,No,DSL,kaggle
4572-DVCGN,10,80.25,846.0,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
3351-NGXYI,16,54.1,889.0,Month-to-month,Electronic check,0,Female,1,No,No,DSL,kaggle
8984-EYLLL,64,105.25,6823.4,Two year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
9057-MSWCO,27,30.75,805.1,Month-to-month,Credit card (automatic),1,Male,1,Yes,No,DSL,kaggle
9833-TGFHX,42,97.1,4016.75,One year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
9294-TDIPC,5,20.2,83.75,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
5229-DTFYB,41,98.8,3959.15,Two year,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
0104-PPXDV,58,50.3,2878.55,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
5176-LMJXE,47,20.55,945.7,Two year,Mailed check,0,Female,0,No,No,No,kaggle
3583-KRKMD,18,75.9,1373.05,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
1010-DIAUQ,5,96.5,492.55,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,Fiber optic,kaggle
9069-LGEUL,23,59.95,1406.0,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
7302-ZHMHP,1,19.15,19.15,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
9571-EDEBV,71,98.65,6962.85,One year,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
3520-FJGCV,72,112.6,8126.65,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
6563-VRERX,33,20.6,690.25,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
0259-GBZSH,2,85.65,181.5,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6122-EFVKN,24,35.75,830.8,Two year,Mailed check,0,Male,0,No,Yes,DSL,kaggle
2805-EDJPQ,56,99.75,5608.4,One year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
6862-CQUMB,37,96.1,3646.8,Month-to-month,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
7156-MXBJE,43,85.1,3662.25,One year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
6158-HDPXZ,1,25.35,25.35,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
9601-BRXPO,25,104.95,2566.5,Month-to-month,Bank transfer (automatic),1,Female,0,Yes,No,Fiber optic,kaggle
2863-IMQDR,61,89.65,5308.7,Two year,Electronic check,0,Female,0,No,No,DSL,kaggle
5686-CMAWK,17,86.75,1410.25,One year,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
5651-CRHKQ,41,86.2,3339.05,One year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
6905-NIQIN,1,50.65,50.65,Month-to-month,Mailed check,1,Male,0,No,No,DSL,kaggle
8204-YJCLA,72,64.8,4732.35,Two year,Bank transfer (automatic),0,Male,1,Yes,Yes,DSL,kaggle
5167-ZFFMM,1,90.85,90.85,Month-to-month,Credit card (automatic),1,Male,0,No,No,Fiber optic,kaggle
6583-SZVGP,48,108.1,5067.45,Two year,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
4895-TMWIR,11,19.95,214.75,Month-to-month,Mailed check,1,Male,1,Yes,No,No,kaggle
0533-BNWKF,55,85.45,4874.7,Month-to-month,Electronic check,1,Female,1,Yes,No,Fiber optic,kaggle
1708-PBBOA,42,54.75,2348.45,One year,Electronic check,0,Female,0,No,No,DSL,kaggle
8782-LKFPK,44,90.4,4063.0,Month-to-month,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
5522-JBWMO,1,44.0,44.0,Month-to-month,Electronic check,0,Male,0,No,Yes,DSL,kaggle
3597-MVHJT,27,95.6,2595.25,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
9774-NRNAU,27,84.8,2309.55,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
0224-RLWWD,2,44.3,89.3,Month-to-month,Electronic check,0,Female,1,No,No,DSL,kaggle
9967-ATRFS,19,19.9,367.55,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
3951-NJCVI,42,95.05,3944.5,Month-to-month,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
2977-CEBSX,66,90.05,5965.95,Two year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
0177-PXBAT,33,109.9,3694.7,Month-to-month,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
6599-CEBNN,34,73.95,2524.45,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
2519-ERQOJ,33,54.6,1803.7,Month-to-month,Electronic check,0,Male,1,No,No,DSL,kaggle
5876-QMYLD,23,20.05,415.1,One year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
2277-AXSDC,32,19.75,624.15,One year,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
9442-JTWDL,11,20.05,237.7,One year,Credit card (automatic),0,Female,0,No,No,No,kaggle
0979-PHULV,69,99.45,7007.6,Month-to-month,Credit card (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
3067-SVMTC,68,55.9,3848.8,One year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
5495-GPSRW,20,19.7,419.4,Two year,Mailed check,0,Male,0,No,No,No,kaggle
7606-BPHHN,72,19.8,1468.75,Two year,Credit card (automatic),0,Male,0,No,No,No,kaggle
4742-DRORA,60,95.4,5812.0,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0111-KLBQG,32,93.95,2861.45,Month-to-month,Mailed check,0,Male,1,Yes,Yes,Fiber optic,kaggle
4800-VHZKI,1,19.9,19.9,Month-to-month,Mailed check,1,Female,0,No,No,No,kaggle
7989-CHGTL,1,19.6,19.6,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
0334-GDDSO,3,81.35,233.7,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
4163-NCJAK,46,24.45,1066.15,One year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
5233-AOZUF,29,74.95,2149.05,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
5973-EJGDP,51,87.35,4473.0,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
1996-DBMUS,48,70.65,3545.05,Month-to-month,Bank transfer (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
7916-VCCPB,16,73.25,1195.75,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
4686-GEFRM,70,98.7,6858.9,Two year,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
5249-QYHEX,40,24.8,1024.7,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
0578-SKVMF,22,83.3,1845.9,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
5564-NEMQO,1,75.3,75.3,Month-to-month,Bank transfer (automatic),1,Female,1,No,No,Fiber optic,kaggle
2233-FAGXV,5,24.3,132.25,Month-to-month,Mailed check,0,Female,0,Yes,Yes,No,kaggle
5605-IYGFG,7,69.85,515.45,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
7663-ZTEGJ,29,100.55,2830.45,One year,Credit card (automatic),0,Male,0,No,Yes,Fiber optic,kaggle
3935-TBRZZ,44,25.7,1110.5,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
8111-BKVDS,10,40.7,449.3,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
2055-SIFSS,55,51.65,2838.55,Month-to-month,Bank transfer (automatic),0,Female,1,Yes,No,DSL,kaggle
2806-MLNTI,52,105.1,5376.4,One year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
8734-DKSTZ,10,85.95,858.6,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
4360-PNRQB,18,75.6,1395.05,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
6152-ONASV,68,58.25,3975.7,One year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
9063-ZGTUY,61,19.4,1182.55,Month-to-month,Mailed check,1,Female,0,Yes,Yes,No,kaggle
7781-HVGMK,72,65.2,4784.45,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
2181-UAESM,2,53.45,119.5,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
2957-LOLHO,12,45.4,518.9,Month-to-month,Bank transfer (automatic),1,Male,0,No,No,DSL,kaggle
6048-NJXHX,41,19.75,899.45,Two year,Electronic check,0,Male,0,Yes,No,No,kaggle
2320-SLKMB,26,44.45,1183.8,Month-to-month,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
4980-URKXC,36,20.85,720.05,One year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
4376-KFVRS,72,114.05,8468.2,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
5886-VLQVU,35,89.85,3161.2,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
3577-AMVUX,1,55.05,55.05,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
0771-WLCLA,16,112.95,1882.55,Month-to-month,Electronic check,0,Female,0,Yes,Yes,Fiber optic,kaggle
5628-RKIFK,49,101.55,5070.4,Month-to-month,Credit card (automatic),0,Female,1,No,No,Fiber optic,kaggle
0206-TBWLC,54,114.65,6049.5,One year,Mailed check,0,Female,0,Yes,No,Fiber optic,kaggle
2937-FTHUR,18,64.8,1166.7,Month-to-month,Electronic check,0,Female,0,No,Yes,DSL,kaggle
1910-FMXJM,36,80.4,2937.65,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
7752-XUSCI,60,105.9,6396.45,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
4110-PFEUZ,1,69.55,69.55,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
0732-OCQOC,52,25.05,1270.25,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
5168-MSWXT,8,94.75,759.55,Month-to-month,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
1090-ESELR,72,105.5,7611.55,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
8592-PLTMQ,64,24.7,1642.75,One year,Mailed check,0,Female,0,No,No,No,kaggle
5760-WRAHC,22,69.75,1545.4,Month-to-month,Mailed check,0,Female,1,No,No,DSL,kaggle
8847-GEOOQ,60,60.2,3582.4,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,No,DSL,kaggle
0256-LTHVJ,28,81.05,2227.1,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
4785-FCIFB,61,24.4,1417.9,Two year,Mailed check,0,Female,0,Yes,No,No,kaggle
8313-NDOIA,24,104.15,2494.65,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
5149-CUZUJ,28,92.9,2768.35,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
0942-KOWSM,30,80.8,2369.3,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
4237-CLSMM,2,20.0,38.0,Month-to-month,Mailed check,0,Male,0,Yes,No,No,kaggle
1452-VOQCH,1,75.1,75.1,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
4719-UMSIY,6,19.65,100.9,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
6614-VBEGU,24,69.45,1614.05,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
0880-TKATG,4,101.15,385.9,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
3811-VBYBZ,7,99.8,673.25,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
1480-BKXGA,72,116.05,8404.9,Two year,Bank transfer (automatic),0,Male,1,Yes,No,Fiber optic,kaggle
2996-XAUVF,70,40.05,2799.75,Two year,Mailed check,0,Male,0,No,No,DSL,kaggle
9076-AXYIK,64,102.1,6538.45,Two year,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
5968-XQIVE,72,89.7,6588.95,One year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
8896-RAZCR,44,19.9,868.1,Two year,Mailed check,0,Female,0,No,Yes,No,kaggle
4640-UHDOS,13,55.95,734.35,Month-to-month,Electronic check,1,Female,0,Yes,Yes,DSL,kaggle
4933-IKULF,17,20.65,330.6,One year,Mailed check,0,Female,1,No,No,No,kaggle
3583-EKAPL,1,55.0,55.0,Month-to-month,Electronic check,1,Male,0,No,No,DSL,kaggle
1304-BCCFO,9,70.05,564.4,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
4104-PVRPS,24,53.6,1315.35,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
9399-APLBT,1,74.7,74.7,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
2359-KMGLI,24,80.25,1861.5,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
3780-DDGSE,35,76.05,2747.2,Month-to-month,Electronic check,0,Male,1,Yes,Yes,DSL,kaggle
4431-EDMIQ,7,75.7,554.05,Month-to-month,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
0306-JAELE,5,96.1,453.4,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
6227-HWPWX,15,69.0,994.8,Month-to-month,Bank transfer (automatic),1,Female,0,No,Yes,Fiber optic,kaggle
0486-LGCCH,11,19.65,225.75,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
0447-BEMNG,48,45.3,2145.0,Month-to-month,Bank transfer (automatic),1,Female,0,Yes,No,DSL,kaggle
4612-SSVHJ,20,81.45,1671.6,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
5168-MQQCA,72,108.5,8003.8,One year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
5949-XIKAE,8,83.55,680.05,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
7971-HLVXI,72,84.5,6130.85,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
9094-AZPHK,15,100.15,1415.0,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
3649-JPUGY,72,88.6,6201.95,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8372-JUXUI,1,74.35,74.35,Month-to-month,Electronic check,1,Male,0,No,Yes,Fiber optic,kaggle
3552-CTCYF,63,104.8,6597.25,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
6778-YSNIH,2,59.0,114.15,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
0388-EOPEX,2,74.4,139.4,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
5756-OZRIO,61,64.05,3902.6,One year,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
6579-JPICP,1,20.4,20.4,Month-to-month,Mailed check,0,Male,0,No,No,No,kaggle
8205-OTCHB,22,43.75,903.6,One year,Bank transfer (automatic),1,Male,0,No,No,DSL,kaggle
4134-BSXLX,28,60.9,1785.65,Month-to-month,Mailed check,0,Male,0,Yes,No,DSL,kaggle
0505-SPOOW,70,19.8,1397.65,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
6235-VDHOM,5,28.45,131.05,Month-to-month,Electronic check,1,Female,1,No,No,DSL,kaggle
7783-YKGDV,12,99.7,1238.45,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,Fiber optic,kaggle
4374-YMUSQ,34,116.25,3899.05,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
