customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
9286-BHDQG,72,45.25,3139.8,0,0,Yes,Yes,kaggle,43.608333333333334,False,True,True,False,False,True,False,False,False,False,True
0230-WEQUW,66,56.6,3789.2,0,0,Yes,No,kaggle,57.41212121212121,False,True,False,False,False,True,False,False,False,False,True
2040-LDIWQ,65,84.2,5324.5,0,0,Yes,Yes,kaggle,81.91538461538461,False,True,False,False,False,True,False,False,False,False,True
6496-JDSSB,8,80.0,624.6,0,0,No,No,kaggle,78.075,False,False,False,False,False,False,True,False,False,False,False
9408-SSNVZ,4,70.15,268.35,1,0,No,No,kaggle,67.0875,False,False,False,True,False,False,True,False,False,False,False
4443-EMBNA,71,24.75,1836.9,0,0,Yes,No,kaggle,25.871830985915494,False,True,False,False,False,False,False,True,False,False,True
6469-MRVET,1,20.2,20.2,0,0,Yes,Yes,kaggle,20.2,True,False,False,True,False,True,False,True,False,False,False
0742-MOABM,4,50.05,179.35,1,0,Yes,No,kaggle,44.8375,False,False,False,False,True,True,False,False,False,False,False
5961-VUSRV,12,19.35,219.35,0,0,No,No,kaggle,18.279166666666665,True,False,False,False,False,False,False,True,False,False,False
6778-JFCMK,24,50.6,1288.75,0,0,No,No,kaggle,53.697916666666664,True,False,False,False,True,True,False,False,True,False,False
6341-JVQGF,31,81.15,2545.75,0,0,Yes,Yes,kaggle,82.12096774193549,True,False,False,False,True,False,False,False,False,True,False
2232-DMLXU,1,55.2,55.2,1,0,Yes,No,kaggle,55.2,False,False,False,False,True,False,False,False,False,False,False
4811-JBUVU,30,89.9,2723.15,0,0,No,No,kaggle,90.77166666666668,False,False,True,False,False,True,True,False,False,True,False
0945-TSONX,47,85.3,4107.25,0,0,Yes,Yes,kaggle,87.38829787234043,False,True,True,False,False,False,False,False,False,True,False
2651-ZCBXV,54,108.0,5760.65,0,0,No,No,kaggle,106.6787037037037,False,True,True,False,False,True,True,False,False,False,True
3316-UWXUY,50,93.5,4747.5,0,0,No,No,kaggle,94.95,False,False,True,False,False,True,True,False,False,False,True
8937-RDTHP,1,84.6,84.6,1,0,No,No,kaggle,84.6,False,False,False,False,True,True,True,False,False,False,False
7083-MIOPC,72,20.25,1566.9,0,0,No,No,kaggle,21.762500000000003,False,True,True,False,False,False,False,True,False,False,True
1984-GPTEH,29,25.15,702.0,0,0,No,No,kaggle,24.20689655172414,False,False,False,True,False,False,False,True,False,True,False
1251-KRREG,2,54.4,114.1,1,0,No,No,kaggle,57.05,False,False,False,False,True,True,False,False,False,False,False
0621-JFHOL,10,29.6,299.05,0,0,No,No,kaggle,29.905,False,True,False,False,True,False,False,False,False,False,False
9903-LYSAB,18,73.15,1305.95,0,0,Yes,No,kaggle,72.55277777777778,False,False,False,True,False,True,True,False,True,False,False
0094-OIFMO,11,95.0,1120.3,1,1,No,No,kaggle,101.84545454545454,False,False,False,True,False,False,True,False,False,False,False
9227-UAQFT,16,19.75,284.35,0,0,No,No,kaggle,17.771875,False,True,False,False,True,True,False,True,True,False,False
7301-ABVAD,72,86.6,6350.5,0,0,No,No,kaggle,88.20138888888889,False,True,False,False,False,False,False,False,False,False,True
6614-FHDBO,72,109.2,7878.3,0,0,No,No,kaggle,109.42083333333333,False,True,False,False,False,True,True,False,False,False,True
7576-ASEJU,41,74.7,3187.65,0,0,Yes,Yes,kaggle,77.74756097560976,True,False,True,False,False,False,False,False,False,True,False
9058-HRZSV,65,94.4,6126.15,0,1,Yes,No,kaggle,94.24846153846153,False,False,False,True,False,False,True,False,False,False,True
4522-AKYLR,13,54.8,731.3,0,1,No,No,kaggle,56.25384615384615,False,False,False,True,False,False,False,False,True,False,False
0221-WMXNQ,4,75.35,273.4,0,1,No,No,kaggle,68.35,False,False,False,True,False,True,True,False,False,False,False
0303-UNCIP,41,65.0,2531.8,0,0,No,No,kaggle,61.75121951219513,True,False,False,False,True,True,False,False,False,True,False
9947-OTFQU,15,74.4,1074.3,1,1,No,No,kaggle,71.61999999999999,False,False,False,True,False,True,True,False,True,False,False
0322-YINQP,1,48.55,48.55,1,0,No,No,kaggle,48.55,False,False,False,False,True,True,False,False,False,False,False
0959-WHOKV,42,99.0,4298.45,0,0,No,No,kaggle,102.34404761904761,True,False,False,True,False,True,True,False,False,True,False
4075-JFPGR,51,93.5,4619.55,0,0,Yes,No,kaggle,90.57941176470588,True,False,False,True,False,False,True,False,False,False,True
4629-NRXKX,2,70.4,147.15,1,0,Yes,Yes,kaggle,73.575,False,False,False,True,False,False,True,False,False,False,False
9514-JDSKI,1,40.2,40.2,1,1,Yes,No,kaggle,40.2,False,False,False,True,False,True,False,False,False,False,False
3282-ZISZV,32,83.7,2633.3,0,0,No,Yes,kaggle,82.290625,True,False,True,False,False,True,False,False,False,True,False
3675-YDUPJ,10,19.85,193.05,0,0,No,No,kaggle,19.305,False,False,False,False,True,True,False,True,False,False,False
4111-BNXIF,67,59.55,4103.9,0,0,Yes,Yes,kaggle,61.252238805970144,False,True,False,True,False,False,False,False,False,False,True
7017-VFHAY,61,115.1,7008.15,0,0,Yes,Yes,kaggle,114.88770491803278,False,True,True,False,False,False,True,False,False,False,True
6655-LHBYW,50,114.35,5791.1,0,0,No,No,kaggle,115.822,True,False,True,False,False,True,True,False,False,False,True
4959-JOSRX,2,44.6,80.55,1,0,Yes,No,kaggle,40.275,False,False,True,False,False,False,False,False,False,False,False
5046-NUHWD,29,45.0,1228.65,0,1,Yes,No,kaggle,42.36724137931035,False,False,False,True,False,False,False,False,False,True,False
7273-TEFQD,3,41.15,132.2,1,1,No,No,kaggle,44.06666666666666,False,False,False,True,False,True,False,False,False,False,False
3606-TWKGI,13,106.9,1364.3,1,1,No,No,kaggle,104.94615384615385,False,False,False,True,False,True,True,False,True,False,False
7529-ZDFXI,57,89.85,4925.35,0,1,Yes,No,kaggle,86.40964912280702,False,False,False,True,False,True,True,False,False,False,True
7605-BDWDC,31,49.85,1520.1,0,0,No,No,kaggle,49.03548387096774,False,True,False,False,False,False,False,False,False,True,False
1950-KSVVJ,45,113.3,5032.25,0,0,Yes,No,kaggle,111.82777777777778,True,False,False,False,True,False,True,False,False,True,False
0123-CRBRT,61,88.1,5526.75,0,0,Yes,Yes,kaggle,90.60245901639344,False,True,False,False,True,False,False,False,False,False,True
6292-TOSSS,50,24.9,1195.25,0,0,No,No,kaggle,23.905,False,True,False,False,False,True,False,True,False,False,True
3197-ARFOY,19,105.0,2007.25,0,1,No,No,kaggle,105.64473684210526,False,False,False,False,True,False,True,False,True,False,False
6323-AYBRX,59,19.35,1099.6,1,0,No,No,kaggle,18.63728813559322,False,True,False,False,True,True,False,True,False,False,True
7014-ZZXAW,71,24.25,1732.95,0,0,Yes,No,kaggle,24.40774647887324,False,True,True,False,False,False,False,True,False,False,True
4385-GZQXV,16,94.45,1511.2,1,1,No,No,kaggle,94.45,False,False,False,True,False,False,True,False,True,False,False
7633-MVPUY,57,59.75,3450.15,0,0,Yes,No,kaggle,60.52894736842106,False,True,False,True,False,True,False,False,False,False,True
6366-ZGQGL,1,24.8,24.8,1,0,No,No,kaggle,24.8,False,False,False,False,False,True,False,False,False,False,False
4716-HHKQH,20,107.05,2172.05,0,1,Yes,No,kaggle,108.6025,False,False,False,True,False,True,True,False,True,False,False
5940-AHUHD,1,70.6,70.6,1,0,No,No,kaggle,70.6,False,False,False,False,True,True,True,False,False,False,False
6432-TWQLB,5,85.4,401.1,1,0,Yes,No,kaggle,80.22,False,False,False,True,False,True,True,False,False,False,False
4484-GLZOU,52,105.05,5624.85,1,0,Yes,No,kaggle,108.17019230769232,False,False,False,True,False,False,True,False,False,False,True
3179-GBRWV,21,64.95,1339.8,0,1,Yes,No,kaggle,63.8,False,False,False,False,False,True,False,False,True,False,False
8645-KWHJO,14,55.0,771.95,0,0,No,No,kaggle,55.13928571428572,False,False,False,True,False,True,False,False,True,False,False
4130-MZLCC,5,50.55,244.75,0,0,No,No,kaggle,48.95,False,False,False,False,False,False,False,False,False,False,False
0314-TKOSI,6,55.15,322.9,0,0,No,No,kaggle,53.81666666666666,False,False,False,False,True,False,False,False,False,False,False
8229-MYEJZ,10,51.2,498.25,0,0,No,No,kaggle,49.825,False,False,False,True,False,False,False,False,False,False,False
2080-SRCDE,1,25.4,25.4,0,0,No,Yes,kaggle,25.4,False,False,False,False,True,False,False,True,False,False,False
9577-WJVCQ,68,54.45,3687.75,0,0,No,No,kaggle,54.231617647058826,False,False,False,False,True,False,False,False,False,False,True
9512-UIBFX,18,95.15,1779.95,1,0,Yes,Yes,kaggle,98.88611111111112,False,False,False,False,True,True,True,False,True,False,False
6202-DYYFX,22,76.0,1783.6,0,0,No,No,kaggle,81.07272727272726,True,False,True,False,False,False,True,False,True,False,False
3808-HFKDE,20,44.35,927.15,0,0,No,No,kaggle,46.3575,False,False,False,True,False,False,False,False,True,False,False
5583-SXDAG,1,70.0,70.0,1,0,Yes,No,kaggle,70.0,False,False,False,True,False,True,True,False,False,False,False
3488-PGMQJ,8,74.5,606.55,1,1,No,No,kaggle,75.81875,False,False,False,True,False,True,True,False,False,False,False
3580-REOAC,10,44.85,435.4,1,0,No,No,kaggle,43.54,False,False,True,False,False,True,False,False,False,False,False
7534-BFESC,24,76.1,1712.7,1,1,No,No,kaggle,71.3625,False,False,False,True,False,True,True,False,True,False,False
3727-OWVYD,35,61.2,2021.2,0,0,No,No,kaggle,57.74857142857143,True,False,False,False,True,True,False,False,False,True,False
2294-SALNE,23,86.8,1940.8,0,0,Yes,Yes,kaggle,84.38260869565217,True,False,False,False,True,True,True,False,True,False,False
4847-TAJYI,6,89.35,567.8,0,1,No,No,kaggle,94.63333333333333,False,False,False,True,False,False,True,False,False,False,False
1563-IWQEX,12,19.7,220.35,0,0,No,No,kaggle,18.3625,False,False,False,False,True,False,False,True,False,False,False
8203-XJZRC,1,20.25,20.25,0,0,No,No,kaggle,20.25,False,False,False,False,True,True,False,True,False,False,False
6556-DBKZF,71,76.05,5436.45,0,0,Yes,Yes,kaggle,76.56971830985916,False,True,False,True,False,False,True,False,False,False,True
6851-WEFYX,35,100.8,3437.5,0,1,Yes,No,kaggle,98.21428571428571,False,False,False,True,False,True,True,False,False,True,False
2985-JUUBZ,40,74.55,3015.75,0,0,Yes,Yes,kaggle,75.39375,False,False,False,True,False,True,False,False,False,True,False
6390-DSAZX,1,73.6,73.6,1,0,No,Yes,kaggle,73.6,False,False,False,False,True,False,True,False,False,False,False
0895-LMRSF,23,64.9,1509.8,0,0,No,No,kaggle,65.64347826086956,True,False,False,False,False,True,False,False,True,False,False
8098-LLAZX,4,95.45,396.1,1,1,No,No,kaggle,99.025,False,False,False,True,False,False,True,False,False,False,False
8266-VBFQL,4,90.4,356.65,0,0,No,No,kaggle,89.1625,False,False,False,True,False,True,True,False,False,False,False
8181-YHCMF,68,60.3,4109.0,0,0,Yes,Yes,kaggle,60.4264705882353,False,True,True,False,False,False,False,False,False,False,True
2240-HSJQD,38,81.85,3141.7,0,0,No,Yes,kaggle,82.67631578947368,False,False,False,False,True,True,True,False,False,True,False
1248-DYXUB,52,24.8,1229.1,0,0,Yes,Yes,kaggle,23.63653846153846,False,True,False,False,True,True,False,True,False,False,True
0265-EDXBD,32,74.9,2303.35,1,1,Yes,No,kaggle,71.9796875,False,False,False,True,False,True,True,False,False,True,False
4115-BNPJY,29,75.55,2054.4,0,0,Yes,Yes,kaggle,70.84137931034483,False,True,False,False,True,True,False,False,False,True,False
3167-SNQPL,38,101.15,3741.85,0,1,Yes,Yes,kaggle,98.46973684210526,False,False,False,True,False,True,True,False,False,True,False
4091-TVOCN,48,78.75,3682.45,0,0,No,Yes,kaggle,76.71770833333333,True,False,True,False,False,True,False,False,False,True,False
1098-TDVUQ,1,19.25,19.25,0,0,No,No,kaggle,19.25,False,False,False,False,False,False,False,True,False,False,False
7277-OZCGZ,22,89.05,1886.25,0,0,No,No,kaggle,85.73863636363636,False,False,False,True,False,False,True,False,True,False,False
1557-EMYVT,43,115.05,4895.1,0,0,No,No,kaggle,113.83953488372094,False,True,True,False,False,False,True,False,False,True,False
2799-ARNLO,5,69.35,341.6,0,1,Yes,No,kaggle,68.32000000000001,False,False,False,True,False,False,True,False,False,False,False
7563-BIUPC,5,80.6,415.55,1,0,No,No,kaggle,83.11,False,False,False,True,False,True,True,False,False,False,False
5027-YOCXN,51,110.05,5686.4,0,0,Yes,Yes,kaggle,111.49803921568626,True,False,True,False,False,True,True,False,False,False,True
3973-SKMLN,71,19.9,1355.1,0,0,No,No,kaggle,19.085915492957746,False,True,True,False,False,True,False,True,False,False,True
2321-OMBXY,38,80.3,3058.65,1,0,Yes,Yes,kaggle,80.49078947368422,True,False,True,False,False,False,False,False,False,True,False
2840-XANRC,24,93.15,2231.05,1,1,Yes,No,kaggle,92.96041666666667,False,False,False,True,False,True,True,False,True,False,False
6745-JEFZB,35,91.5,3236.35,0,0,Yes,No,kaggle,92.46714285714286,False,False,True,False,False,True,True,False,False,True,False
5020-ZSTTY,54,82.45,4350.1,1,1,No,No,kaggle,80.55740740740741,True,False,False,False,False,False,False,False,False,False,True
9880-TDQAC,72,60.0,4264.0,0,0,Yes,Yes,kaggle,59.22222222222222,False,True,False,True,False,False,False,False,False,False,True
8705-WZCYL,1,44.8,44.8,0,0,No,No,kaggle,44.8,False,False,False,True,False,True,False,False,False,False,False
7102-JJVTX,9,48.6,422.3,0,0,Yes,Yes,kaggle,46.922222222222224,True,False,False,False,True,False,False,False,False,False,False
8626-PTQGE,69,60.05,4176.7,0,0,No,No,kaggle,60.53188405797101,False,True,False,False,False,True,False,False,False,False,True
4983-CLMLV,52,102.7,5138.1,0,0,Yes,No,kaggle,98.8096153846154,False,False,True,False,False,False,True,False,False,False,True
5701-YVSVF,11,82.9,880.05,0,1,Yes,No,kaggle,80.00454545454545,False,False,False,True,False,False,True,False,False,False,False
5804-LEPIM,2,70.35,139.05,1,1,No,No,kaggle,69.525,False,False,False,True,False,False,True,False,False,False,False
5697-GOMBF,28,35.9,973.65,0,1,Yes,Yes,kaggle,34.77321428571428,False,False,False,True,False,False,False,False,False,True,False
2739-CACDQ,17,82.65,1470.05,0,1,No,No,kaggle,86.4735294117647,False,False,True,False,False,False,True,False,True,False,False
9385-EHGDO,35,19.85,739.35,0,0,Yes,Yes,kaggle,21.124285714285715,False,True,False,False,True,False,False,True,False,True,False
9498-FIMXL,8,19.2,161.95,0,0,No,No,kaggle,20.24375,True,False,False,False,True,False,False,True,False,False,False
2379-GYFLQ,46,94.9,4422.95,0,0,No,No,kaggle,96.15108695652174,True,False,True,False,False,True,True,False,False,True,False
0122-OAHPZ,7,73.85,511.25,1,0,No,No,kaggle,73.03571428571429,False,False,False,True,False,False,True,False,False,False,False
2868-SNELZ,2,80.6,155.8,1,0,No,No,kaggle,77.9,False,False,False,False,True,False,True,False,False,False,False
4322-RCYMT,68,75.8,5293.95,1,0,Yes,Yes,kaggle,77.85220588235293,True,False,False,False,False,True,False,False,False,False,True
6680-NENYN,43,104.6,4759.85,1,0,No,No,kaggle,110.69418604651163,False,True,False,True,False,False,True,False,False,True,False
2088-IEBAU,68,88.15,6148.45,0,0,No,No,kaggle,90.41838235294118,False,True,False,True,False,False,False,False,False,False,True
7982-VCELR,36,94.8,3565.65,0,0,No,No,kaggle,99.04583333333333,False,False,True,False,False,False,True,False,False,True,False
1343-EHPYB,63,103.4,6603.0,1,0,Yes,No,kaggle,104.80952380952381,False,False,False,True,False,True,True,False,False,False,True
6035-BXTTY,32,54.65,1830.1,0,1,No,No,kaggle,57.190625,False,False,False,False,False,False,False,False,False,True,False
6885-PKOAM,71,85.75,6223.8,0,0,Yes,No,kaggle,87.65915492957747,False,True,True,False,False,False,False,False,False,False,True
7520-HQWJU,66,67.45,4508.65,0,0,Yes,Yes,kaggle,68.31287878787879,False,False,False,False,False,False,False,False,False,False,True
9639-BUJXT,63,20.5,1328.15,0,0,No,No,kaggle,21.081746031746032,True,False,False,False,True,True,False,True,False,False,True
5924-SNGKP,41,20.25,865.0,0,0,No,Yes,kaggle,21.097560975609756,True,False,True,False,False,False,False,True,False,True,False
0021-IKXGC,1,72.1,72.1,0,1,No,No,kaggle,72.1,False,False,False,True,False,False,True,False,False,False,False
2034-GDRCN,2,90.4,168.2,1,0,No,No,kaggle,84.1,False,False,False,True,False,False,True,False,False,False,False
8966-SNIZF,70,19.45,1303.5,0,0,Yes,No,kaggle,18.62142857142857,False,True,False,False,False,False,False,True,False,False,True
6243-OZGFH,23,44.95,996.85,0,0,No,No,kaggle,43.34130434782609,False,False,False,True,False,False,False,False,True,False,False
4654-DLAMQ,64,97.0,6430.9,0,1,Yes,No,kaggle,100.4828125,True,False,False,False,False,False,True,False,False,False,True
0513-RBGPE,37,62.8,2278.75,0,0,Yes,Yes,kaggle,61.58783783783784,False,True,True,False,False,True,False,False,False,True,False
5160-UXJED,17,44.6,681.4,0,0,No,Yes,kaggle,40.08235294117647,True,False,False,False,True,True,False,False,True,False,False
4115-NZRKS,7,89.15,574.35,0,1,No,No,kaggle,82.05,False,False,False,True,False,False,True,False,False,False,False
0219-YTZUE,4,84.8,371.9,1,0,Yes,Yes,kaggle,92.975,False,False,False,False,False,True,True,False,False,False,False
0623-IIHUG,21,41.9,840.1,1,1,No,No,kaggle,40.00476190476191,False,False,False,True,False,False,False,False,True,False,False
4572-DVCGN,10,80.25,846.0,1,0,No,No,kaggle,84.6,False,False,False,False,False,False,True,False,False,False,False
3351-NGXYI,16,54.1,889.0,0,1,No,No,kaggle,55.5625,False,False,False,True,False,False,False,False,True,False,False
8984-EYLLL,64,105.25,6823.4,0,0,Yes,No,kaggle,106.615625,False,True,False,True,False,True,True,False,False,False,True
9057-MSWCO,27,30.75,805.1,1,1,Yes,No,kaggle,29.81851851851852,False,False,True,False,False,True,False,False,False,True,False
9833-TGFHX,42,97.1,4016.75,0,0,Yes,Yes,kaggle,95.63690476190476,True,False,False,True,False,True,True,False,False,True,False
9294-TDIPC,5,20.2,83.75,0,0,No,Yes,kaggle,16.75,False,False,False,False,True,True,False,True,False,False,False
5229-DTFYB,41,98.8,3959.15,0,0,No,No,kaggle,96.56463414634146,False,True,False,False,False,False,True,False,False,True,False
0104-PPXDV,58,50.3,2878.55,0,0,Yes,No,kaggle,49.630172413793105,True,False,True,False,False,True,False,False,False,False,True
5176-LMJXE,47,20.55,945.7,0,0,No,No,kaggle,20.121276595744682,False,True,False,False,True,False,False,True,False,True,False
3583-KRKMD,18,75.9,1373.05,0,0,No,No,kaggle,76.28055555555555,False,False,False,False,False,True,True,False,True,False,False
1010-DIAUQ,5,96.5,492.55,1,0,No,No,kaggle,98.51,False,False,False,False,False,True,True,False,False,False,False
9069-LGEUL,23,59.95,1406.0,0,0,Yes,No,kaggle,61.130434782608695,False,False,False,False,False,True,False,False,True,False,False
7302-ZHMHP,1,19.15,19.15,0,0,No,No,kaggle,19.15,False,False,False,False,True,False,False,True,False,False,False
